id,name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,realease_year,emotion_tag
1197,Wrecked,Imagine Dragons,0.625,0.562,0,-5.828,0,0.0289,0.149,1.67E-05,0.109,0.229,93.998,244005,4,2021,
1198,Prison Song,System Of A Down,0.493,0.974,1,-3.252,1,0.135,0.0202,8.31E-05,0.182,0.354,99.647,201160,4,2001,
1199,Shallow - Radio Edit,Lady Gaga,0.575,0.33,7,-6.557,1,0.031,0.416,0,0.0872,0.277,95.801,217213,4,2018,
1200,Molly Girl,Lil Tecca,0.572,0.592,8,-7.48,1,0.21,0.00078,0,0.119,0.261,177.896,117013,4,2019,chill
1201,Martin & Gina,Polo G,0.832,0.534,1,-7.813,0,0.253,0.345,0,0.165,0.116,93.924,132833,4,2020,
1202,Self-Inflicted Mental Terror,Gulch,0.229,0.978,2,-2.66,1,0.119,9.74E-06,0.828,0.455,0.14,153.156,129358,4,2020,
1203,Loverboy,A-Wall,0.604,0.466,0,-10.093,1,0.0315,0.649,0.0334,0.093,0.499,120.045,224520,4,2019,
1204,SLEEPS SOCIETY,While She Sleeps,0.304,0.952,2,-4.156,1,0.188,0.000242,5.00E-05,0.29,0.317,84.317,199429,4,2021,
1205,The Eulogy of You and Me,Huddy,0.513,0.848,4,-4.644,1,0.0676,0.000161,0,0.336,0.394,143.968,183362,4,2021,
1206,Jamming,Bob Marley & The Wailers,0.934,0.467,11,-10.99,0,0.307,0.102,3.98E-05,0.109,0.73,123.583,211000,4,1977,happy
1207,Deep End Freestyle,Sleepy Hallow,0.868,0.479,4,-6.687,0,0.445,0.703,0,0.102,0.776,133.928,115200,4,2020,
1208,This City,Sam Fischer,0.605,0.377,11,-6.213,1,0.0443,0.733,0,0.0808,0.519,73.877,194853,4,2019,
1209,The Only Exception,Paramore,0.452,0.563,4,-6.607,1,0.0272,0.144,0,0.143,0.209,137.715,267653,3,2009,
1210,STAR,BROCKHAMPTON,0.776,0.388,0,-9.143,1,0.282,0.147,0,0.394,0.294,75.01,161000,4,2017,
1211,How Bizarre,OMC,0.772,0.705,0,-6.255,1,0.0411,0.247,0,0.23,0.834,124.908,225700,4,1996,
1212,ocean eyes,Billie Eilish,0.511,0.363,4,-7.65,0,0.041,0.816,0.0317,0.084,0.169,144.892,200379,4,2017,
1213,Beside April,BADBADNOTGOOD,0.385,0.528,11,-11.977,0,0.0327,0.0599,0.855,0.232,0.536,102.246,313588,3,2021,
1214,Flat Earth,Clown Core,0.463,0.766,1,-3.653,1,0.203,0.00448,0.66,0.55,0.359,158.167,113000,4,2020,
1215,1000 Rounds,Pouya,0.825,0.761,8,-5.389,1,0.104,0.0111,0.00359,0.334,0.161,149.97,163371,4,2017,
1216,Head Shoulders Knees & Toes (feat. Norma Jean Martine),Ofenbach,0.798,0.828,2,-5.36,1,0.193,0.0247,2.55E-06,0.121,0.6,124.962,156960,4,2020,
1217,Good Vibrations - Remastered 2001,The Beach Boys,0.403,0.495,10,-6.888,0,0.0312,0.387,8.03E-06,0.147,0.38,132.912,217747,4,2006,
1218,Eternity,KUČKA,0.692,0.428,1,-8.326,0,0.0687,0.16,0.00127,0.11,0.223,100.694,214361,4,2021,
1219,Anymore,MISERO,0.828,0.435,4,-11.532,0,0.0484,0.212,0.00367,0.0996,0.447,120.015,148104,4,2022,
1220,Play Date,Melanie Martinez,0.68,0.729,5,-5.077,1,0.0475,0.612,0,0.224,0.446,123.97,179867,4,2015,
1221,Freestyle,Lil Baby,0.877,0.517,2,-5.426,0,0.0706,0.217,0,0.143,0.255,119.996,162053,4,2017,
1222,Lieder,Adel Tawil,0.521,0.671,5,-6.178,0,0.0526,0.318,0,0.0962,0.445,183.847,229080,4,2013,
1223,She Ski Lifts My Spirits,Blackburri,0.591,0.349,11,-13.16,0,0.0263,0.251,0.244,0.137,0.341,80.008,195225,4,2023,
1224,Safe Zone,Seeb,0.742,0.73,11,-5.421,0,0.0441,0.0113,3.00E-05,0.0731,0.707,120.022,191312,4,2020,happy
1225,Time Is Precious,SAULT,0.176,0.255,1,-12.351,1,0.0326,0.919,0.393,0.11,0.0389,84.986,423071,4,2022,
1226,Giddy Up!,Shania Twain,0.779,0.692,3,-3.59,0,0.0598,0.0024,0,0.482,0.67,103.99,162665,4,2023,
1227,My Sunny Day - Kina Remix,Ted Fresco,0.587,0.342,10,-9.604,1,0.0477,0.638,7.84E-06,0.0983,0.345,89.836,116053,4,2022,
1228,Amu,Ahe Bane,0.782,0.386,6,-8.925,1,0.414,0.745,0.947,0.111,0.298,166.06,138795,4,2022,
1229,Another Life,Motionless In White,0.39,0.939,4,-3.828,0,0.0787,5.08E-05,0,0.0968,0.495,161.997,205394,4,2019,
1230,Siena,Bicep,0.754,0.676,2,-8.209,1,0.0444,0.00469,0.92,0.0167,0.386,127.014,242928,4,2021,
1231,Wrapped,DT James,0.636,0.849,11,-7.261,0,0.0534,0.00163,0.000364,0.273,0.869,118.029,155523,4,2022,
1232,My Own Summer (Shove It),Deftones,0.443,0.781,1,-4.277,1,0.0377,1.33E-05,0.205,0.166,0.372,71.841,214760,4,1997,
1233,Fuck Valentines,Abra Cadabra,0.437,0.58,4,-6.651,0,0.305,0.448,0,0.238,0.73,67.95,179498,3,2018,
1234,Little Talks,Of Monsters and Men,0.457,0.757,1,-5.177,1,0.032,0.0206,0,0.146,0.417,102.961,266600,4,2012,
1235,Mase in '97,Carnage,0.684,0.785,11,-3.903,1,0.274,0.308,2.69E-05,0.15,0.486,143.84,100009,4,2016,
1236,Skrr Pow,A92,0.814,0.706,10,-6.687,0,0.348,0.549,0,0.139,0.663,142.04,163944,4,2022,
1237,She Moves In Her Own Way,The Kooks,0.41,0.803,7,-5.363,1,0.0623,0.239,0,0.103,0.814,153.315,169307,4,2006,
1238,Dancing,Aslove,0.701,0.523,7,-10.44,1,0.0684,0.185,0.0011,0.22,0.473,120.081,204125,4,2019,
1239,How Could You,Jessie Murph,0.573,0.17,11,-10.576,1,0.0555,0.834,3.08E-06,0.108,0.28,146.749,187813,3,2022,sad
1240,Nitesky,Robot Koch,0.466,0.448,2,-13.949,1,0.0446,0.667,0.912,0.108,0.0735,147.993,282453,4,2011,
1241,Flexible Funk,WX//CLTV,0.601,0.635,0,-13.131,1,0.0434,0.71,0.833,0.118,0.401,91.978,94428,4,2022,chill
1242,Stuck In The Middle With You,Various Artists,0.795,0.564,7,-10.482,1,0.0392,0.0934,0.000531,0.0631,0.961,124.166,203893,4,2009,
1243,Lush Life,Zara Larsson,0.694,0.712,7,-3.923,0,0.046,0.132,0,0.211,0.799,98.023,201122,4,2017,
1244,All Of The Time,Jungle,0.694,0.874,5,-5.988,0,0.0413,0.0367,0.0963,0.955,0.877,130.007,182040,4,2021,
1245,Potion (with Dua Lipa & Young Thug),Calvin Harris,0.824,0.697,11,-4.869,0,0.0473,0.158,4.11E-05,0.077,0.757,99.988,214460,4,2022,happy
1246,24K Magic,Bruno Mars,0.818,0.803,1,-4.282,1,0.0797,0.034,0,0.153,0.632,106.97,225983,4,2016,happy
1247,"a little anti, a little social","Sarah, the Illstrumentalist",0.76,0.633,0,-7.475,0,0.0372,0.177,0.892,0.107,0.798,91.955,151130,4,2022,
1248,Alas,nimino,0.919,0.385,8,-11.858,1,0.272,0.85,0.876,0.0778,0.181,119.056,264202,4,2022,
1249,Don't Know How To Keep Loving You,Julia Jacklin,0.588,0.419,5,-6.526,0,0.0278,0.21,0.000157,0.106,0.156,131.982,332987,4,2019,
1250,Savage Remix (feat. Beyoncé),Megan Thee Stallion,0.822,0.743,10,-4.772,0,0.28,0.016,0,0.127,0.636,84.459,242001,4,2020,
1251,For My Pet,Juliette,0.511,0.423,5,-9.865,1,0.0571,0.344,0.868,0.122,0.174,98.773,102000,5,2022,
1252,All Night - Slowed N Reverb,The Vamps,0.607,0.678,8,-7.045,0,0.0335,0.00527,0,0.332,0.433,115.968,244798,4,2020,
1253,Love Not War (The Tampa Beat),Jason Derulo,0.738,0.85,8,-3.049,1,0.0642,0.105,0,0.23,0.865,98.013,192921,4,2020,
1254,Life Is Good (feat. Drake),Future,0.676,0.609,2,-5.831,0,0.481,0.0706,0,0.152,0.508,142.037,237735,4,2020,chill
1255,Mean Girls,CRAY,0.646,0.788,1,-4.167,1,0.206,0.0624,0,0.115,0.695,159.985,141000,4,2022,
1256,Bad To The Bone,Nafe Smallz,0.523,0.662,9,-7.49,0,0.128,0.172,0,0.119,0.238,104.137,190125,4,2019,
1257,Opiate,Puma Blue,0.868,0.334,10,-8.81,0,0.062,0.525,0.00397,0.238,0.356,104.679,151580,4,2021,
1258,Be Harder,God's Hate,0.326,0.954,2,-3.143,1,0.297,0.00358,2.74E-05,0.377,0.326,146.519,209166,4,2021,
1259,New York Morning,Kid Tarô,0.812,0.334,6,-6.962,1,0.368,0.325,0.308,0.0804,0.922,86.99,133200,4,2022,
1260,Macabre Noir,Apollo XII,0.402,0.438,11,-11.064,0,0.0816,0.851,0.698,0.102,0.315,80.596,149856,4,2022,
1261,Coming Home,Diddy - Dirty Money,0.392,0.839,7,-1.921,1,0.193,0.158,0,0.3,0.232,168.001,238693,4,2010,
1262,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",A$AP Rocky,0.853,0.693,1,-6.87,1,0.275,0.0239,0,0.11,0.662,95.967,233787,4,2013,angry
1263,Funny Thing,Thundercat,0.586,0.893,7,-8.772,1,0.439,0.827,0.642,0.212,0.65,140.023,116630,3,2020,
1264,Saviour II,Black Veil Brides,0.438,0.842,5,-3.631,1,0.0439,0.011,0.000188,0.111,0.348,139.098,200490,3,2022,
1265,D.R.I.L.D.O,WARGASM (UK),0.567,0.934,2,-5.39,1,0.269,0.00552,0.0444,0.651,0.21,137.98,192227,4,2022,
1266,Backseat Freestyle,Kendrick Lamar,0.546,0.651,1,-7.601,1,0.3,0.000739,0,0.235,0.646,77.878,212653,4,2012,
1267,Pallid Eyes,Emily Jane White,0.391,0.428,11,-12.409,0,0.0287,0.459,0.00826,0.17,0.243,91.881,234080,4,2016,
1268,21,Polo G,0.783,0.479,7,-10.646,1,0.541,0.149,0,0.101,0.533,176.027,163798,4,2020,
1269,Remember,Becky Hill,0.612,0.862,8,-2.903,1,0.037,0.041,0,0.0907,0.354,123.849,160766,4,2021,
1270,Play Date,Melanie Martinez,0.68,0.729,5,-5.077,1,0.0475,0.612,0,0.224,0.446,123.97,179867,4,2015,
1271,Galaxy Song,Monty Python,0.637,0.304,10,-14.014,1,0.0457,0.491,0,0.0683,0.501,60.427,163560,3,1989,
1272,Lost Boy,Ruth B.,0.586,0.128,7,-9.297,1,0.0496,0.963,0,0.0858,0.371,123.498,276067,4,2017,
1273,230 Pounds,Chillinit,0.724,0.762,10,-5.228,0,0.32,0.0216,0,0.106,0.276,140.135,189987,4,2020,
1274,I Don't Fuck With You,Big Sean,0.824,0.733,1,-5.474,1,0.0613,0.0362,0,0.325,0.395,97.972,284387,4,2015,angry
1275,Twentynine Palms,Austin Harms,0.445,0.333,5,-11.308,1,0.0334,0.526,0.00168,0.143,0.393,137.959,212027,4,2022,
1276,Brick by Boring Brick,Paramore,0.436,0.942,9,-2.206,1,0.0496,9.56E-05,0.000438,0.209,0.5,164.975,253947,4,2009,
1277,Dusk Till Dawn,Madilyn Bailey,0.496,0.255,2,-9.181,1,0.0361,0.815,0,0.2,0.346,88.994,194000,4,2017,sad
1278,Audemars Pigeon,Wruce Billis,0.796,0.442,2,-9.612,1,0.0722,0.57,0.878,0.105,0.57,139.997,140571,4,2023,
1279,My Heart,Rico 56,0.602,0.603,6,-11.18,0,0.0285,0.483,0.0344,0.0973,0.0602,120.968,174566,5,2023,
1280,True Love Waits,Radiohead,0.401,0.132,0,-15.569,1,0.0355,0.938,0.102,0.1,0.0381,136.142,283464,4,2016,
1281,Matter,LVTA,0.777,0.292,3,-9.466,1,0.108,0.89,0.95,0.122,0.316,152.012,139178,4,2022,
1282,"Spooky - Recorded at RAK Studios, London",Maribou State,0.774,0.548,9,-10.189,0,0.0337,0.145,0.469,0.231,0.563,114.982,221666,4,2019,
1283,KILLKA,Ghostface Playa,0.801,0.957,4,-3.464,1,0.0465,0.0171,0.501,0.0857,0.843,124.014,142258,4,2021,
1284,PANIC ATTACK,PANICX,0.536,0.717,0,-6.515,1,0.506,0.17,0.299,0.0661,0.127,118.491,82497,3,2022,
1285,Immortal,21 Savage,0.741,0.87,6,-3.494,0,0.503,0.00813,0,0.114,0.663,184.194,254723,4,2019,
1286,human,Christina Perri,0.439,0.489,8,-6.286,1,0.0368,0.132,0.000643,0.114,0.253,143.808,250707,4,2013,
1287,Inanimate Sensation,Death Grips,0.384,0.928,2,-2.744,1,0.289,0.000411,0,0.287,0.152,118.938,364031,4,2015,
1288,Rollin' (Air Raid Vehicle),Limp Bizkit,0.603,0.933,1,-3.358,1,0.171,0.00591,0,0.206,0.709,96.306,213760,4,2000,angry
1289,Breakeven,The Script,0.627,0.699,10,-4.504,1,0.0244,0.174,0,0.0789,0.535,94.003,261427,4,2008,
1290,Mudshovel,Staind,0.328,0.826,6,-5.085,1,0.0362,0.000224,0.000944,0.0818,0.341,106.606,282093,4,1999,
1291,Oceans (Where Feet May Fail),Hillsong UNITED,0.264,0.363,2,-10.196,1,0.0338,0.501,0.00406,0.11,0.0613,124.328,536000,4,2013,sad
1292,Ola,SUPPER TRANKKI,0.632,0.402,9,-12.545,0,0.0316,0.491,0.842,0.173,0.336,160.003,121500,3,2022,
1293,Down,Jason Walker,0.598,0.287,3,-9.218,1,0.0298,0.589,0,0.0981,0.185,143.898,245200,4,2009,
1294,Two Weeks,FKA twigs,0.479,0.716,0,-6.663,1,0.228,0.0624,0.000685,0.0814,0.338,109.748,247547,4,2014,chill
1295,Walking On Sunshine,Katrina & The Waves,0.596,0.869,10,-11.97,1,0.037,0.0116,0.173,0.0678,0.944,109.902,238733,4,1985,
1296,Unconditionally,Katy Perry,0.397,0.725,7,-4.862,1,0.043,0.00266,0,0.208,0.358,128.861,228879,4,2013,
1297,Marry Me,Jason Derulo,0.568,0.631,7,-5.623,1,0.0273,0.033,0,0.144,0.23,105.096,225027,4,2013,
1298,The Rumbling,SiM,0.459,0.878,5,-1.399,0,0.0688,5.62E-05,0.000307,0.371,0.494,144.852,220799,4,2022,
1299,The Sound Of Sunshine,Michael Franti & Spearhead,0.673,0.902,10,-4.886,1,0.0553,0.0164,0.0145,0.269,0.704,97.007,225133,4,2010,
1300,9 Crimes,Damien Rice,0.346,0.139,0,-15.326,1,0.0321,0.913,7.73E-05,0.0934,0.116,136.168,217947,4,2006,
1301,Electric Feel,MGMT,0.763,0.803,1,-3.713,1,0.0351,0.0709,0.285,0.348,0.561,103.04,229640,3,2007,happy
1302,Cancer,My Chemical Romance,0.457,0.515,4,-4.31,1,0.0261,0.358,0,0.278,0.222,74.984,142973,4,2006,
1303,Toxic,BoyWithUke,0.594,0.612,8,-6.627,0,0.363,0.835,0,0.461,0.687,179.629,168020,4,2021,
1304,Tomb,Angelo De Augustine,0.637,0.237,10,-14.951,1,0.0316,0.971,0.023,0.103,0.635,85.67,258003,4,2019,
1305,Them Bones (2022 Remaster),Alice In Chains,0.159,0.946,9,-5.756,1,0.0629,0.0235,8.06E-06,0.387,0.309,165.014,149467,1,1992,
1306,Tropical,SL,0.847,0.434,10,-12.466,0,0.275,0.76,8.89E-06,0.156,0.44,140.005,180062,4,2017,
1307,Leave Em Alone,Quality Control,0.517,0.747,6,-4.74,0,0.296,0.0189,7.35E-06,0.0821,0.506,102.033,171980,4,2019,
1308,Petula Thomas,Govii,0.682,0.371,5,-13.432,1,0.0578,0.386,0.886,0.0911,0.559,154.084,148924,3,2022,chill
1309,human,Christina Perri,0.439,0.489,8,-6.286,1,0.0368,0.132,0.000643,0.114,0.253,143.808,250707,4,2014,sad
1310,Spiral,21 Savage,0.814,0.659,2,-4.475,1,0.0811,0.00161,0.0254,0.499,0.13,88.521,173400,4,2021,
1311,7 Years,Lukas Graham,0.765,0.473,10,-5.829,1,0.0514,0.287,0,0.391,0.34,119.992,237300,4,2016,
1312,Life Is Good (feat. Drake),Future,0.676,0.609,2,-5.831,0,0.481,0.0706,0,0.152,0.508,142.037,237735,4,2020,happy
1313,Awful Things,Lil Peep,0.366,0.797,1,-4.923,0,0.0812,0.0157,0,0.0694,0.181,169.986,214427,4,2017,
1314,Inspired,Flying Fruits,0.845,0.382,7,-11.415,0,0.0595,0.862,0.712,0.106,0.362,120.166,100417,4,2022,
1315,Dance Yourself Dizzy,Liquid Gold,0.712,0.64,8,-14.215,1,0.0321,0.0111,0.0478,0.0638,0.925,130.259,252067,4,2008,
1316,what would you do?,Tate McRae,0.8,0.627,11,-5.892,0,0.0633,0.296,0,0.0892,0.693,104.96,166948,4,2022,angry
1317,High Hopes,Panic! At The Disco,0.579,0.904,5,-2.729,1,0.0618,0.193,0,0.064,0.681,82.014,190947,4,2018,
1318,You're So Cold,Thunder,0.548,0.566,4,-7.503,0,0.0268,0.0169,0.000304,0.196,0.0631,110.017,126545,4,2022,
1319,Boys Like You - Acoustic,Anna Clendening,0.477,0.128,2,-14.567,1,0.0707,0.928,0,0.0875,0.38,88.917,238576,4,2017,sad
1320,Fed Up,Ghostemane,0.849,0.758,8,-7.498,1,0.256,0.499,0.695,0.147,0.0684,115.058,151625,4,2020,
1321,Lego House,Ed Sheeran,0.592,0.637,11,-8.48,1,0.0992,0.562,0,0.13,0.565,159.701,185093,4,2011,
1322,Everywhere - 2018 Remaster,Fleetwood Mac,0.74,0.465,4,-10.85,1,0.0325,0.253,0.0107,0.0927,0.682,114.959,223253,4,2018,happy
1323,Paper Error,Gnod,0.363,0.935,9,-6.69,0,0.0421,2.46E-06,0.887,0.25,0.164,113.465,289105,4,2017,
1324,French Lessons,Mykki Blanco,0.69,0.567,0,-8.441,1,0.0323,0.0453,1.87E-05,0.111,0.442,124.93,205024,4,2022,chill
1325,Still Lost,Jacob Tillberg,0.58,0.74,4,-4.135,0,0.0595,0.539,0,0.408,0.213,80.054,176004,4,2021,
1326,Welcome To Brixton,SR,0.89,0.455,2,-10.226,1,0.437,0.158,0,0.153,0.897,138.988,180000,4,2020,
1327,Get Busy,Sean Paul,0.735,0.824,10,-4.143,0,0.036,0.615,0,0.158,0.726,100.202,211666,4,2002,happy
1328,RAVE,Dxrk ダーク,0.716,0.748,8,-6.06,1,0.0356,0.235,0.849,0.114,0.338,119.918,169245,4,2022,
1329,Big Jet Plane,Angus & Julia Stone,0.766,0.376,10,-8.622,0,0.0267,0.252,0.00861,0.0908,0.257,109.944,239120,4,2010,sad
1330,Fake Love (feat. Yxng Bane),Nafe Smallz,0.421,0.519,0,-8.752,0,0.491,0.337,0,0.117,0.307,84.23,185500,4,2019,
1331,Have Faith In Me,A Day To Remember,0.507,0.933,0,-4.7,1,0.0868,7.12E-05,0,0.105,0.714,149.998,188813,4,2009,
1332,мкАД,IC3PEAK,0.645,0.739,7,-9.361,1,0.0493,0.0463,1.25E-06,0.325,0.353,77.493,182000,4,2020,
1333,Darling,D-Block Europe,0.848,0.596,2,-8.043,0,0.235,0.5,0,0.0853,0.793,150.035,143200,4,2019,
1334,Not Allowed,TV Girl,0.67,0.905,1,-6.855,1,0.129,0.669,0.000227,0.349,0.563,104.965,167864,4,2016,sad
1335,End Of The World (Prod.by Adrian),IAMDDB,0.699,0.581,10,-7.25,0,0.0493,0.124,0.000223,0.266,0.756,160.941,207205,4,2020,
1336,Wherever I Go,OneRepublic,0.552,0.689,10,-6.444,0,0.0425,0.0915,0,0.27,0.349,99.961,169773,4,2016,
1337,Glacier,Tana cc,0.846,0.564,1,-8.483,1,0.326,0.437,1.59E-06,0.0672,0.783,141.063,178770,4,2021,angry
1338,Tell Me,w00ds,0.675,0.414,9,-12.641,1,0.0298,0.42,0.692,0.339,0.27,128.052,186250,4,2020,chill
1339,Superman,Eminem,0.802,0.755,4,-3.138,0,0.0564,0.0215,0,0.295,0.58,130.027,350320,4,2002,sad
1340,Hungry,Rob Bailey & The Hustle Standard,0.512,0.79,9,-6.166,1,0.0585,0.00929,0,0.362,0.398,146.162,265824,4,2012,
1341,Woman,Doja Cat,0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998,172627,4,2021,
1342,IDGAF (with blackbear),BoyWithUke,0.783,0.75,5,-5.762,1,0.078,0.426,0,0.241,0.88,97.953,140665,4,2022,
1343,Deranged,Little Simz,0.588,0.343,5,-14.901,1,0.306,0.474,3.27E-05,0.111,0.584,144.396,187373,4,2014,angry
1344,Stuck In A Moment You Can't Get Out Of,Fearless Soul,0.314,0.365,4,-11.89,1,0.0296,0.795,0.0121,0.136,0.156,89.573,273000,5,2022,
1345,Dig,Mudvayne,0.623,0.983,11,-3.548,0,0.151,9.62E-05,0.0617,0.261,0.271,134.975,162293,4,2000,
1346,"Again, Vol. 2",TwoFaceChef,0.726,0.765,9,-5.248,1,0.418,0.092,0,0.0892,0.703,140.388,241714,4,2021,
1347,Pack Up,Eliza Doolittle,0.672,0.809,11,-5.704,1,0.0595,0.325,0,0.336,0.88,133.036,191027,4,2010,
1348,Adore You,Harry Styles,0.676,0.771,8,-3.675,1,0.0483,0.0237,7.00E-06,0.102,0.569,99.048,207133,4,2019,
1349,Quer Tomar Bomba?,Mag,0.897,0.744,9,-6.417,1,0.246,0.046,0,0.0942,0.791,91.956,336747,4,2020,angry
1350,Adore Me,Dizaro,0.631,0.715,2,-5.856,1,0.046,0.23,0.000237,0.124,0.264,119.87,146250,4,2022,
1351,You've Got The Love,Florence + The Machine,0.574,0.694,6,-4.697,1,0.0327,0.00481,0,0.102,0.401,109.85,168667,4,2009,
1352,Take You High,Lavern,0.587,0.666,8,-8.606,0,0.109,0.623,0.0125,0.196,0.119,120.672,129250,4,2022,
1353,Break Shit,Jasiah,0.863,0.587,2,-7.455,1,0.295,0.209,0,0.0832,0.749,93.29,95484,4,2020,
1354,Body,Jordan Suaste,0.452,0.325,4,-8.687,0,0.0337,0.627,0,0.0645,0.33,97.987,205402,4,2020,
1355,Baby Blue Eyes,j ember,0.712,0.676,7,-6.542,1,0.0814,0.172,0.0057,0.255,0.713,135.358,209362,4,2022,
1356,Anima,Vessel,0.43,0.799,11,-10.562,1,0.2,0.218,0.867,0.131,0.134,143.954,419993,4,2014,
1357,fresh bruises,Bring Me The Horizon,0.675,0.545,3,-5.275,0,0.046,0.0053,0.693,0.17,0.272,117.015,198454,4,2019,
1358,Summer of Love (Shawn Mendes & Tainy),Shawn Mendes,0.776,0.808,11,-4.501,1,0.117,0.0297,0.000127,0.103,0.494,123.988,184104,4,2021,happy
1359,Stuck with U (with Justin Bieber),Ariana Grande,0.597,0.45,8,-6.658,1,0.0418,0.223,0,0.382,0.537,178.765,228482,3,2020,happy
1360,Mrs. Potato Head,Melanie Martinez,0.517,0.622,1,-3.536,0,0.0577,0.174,0,0.105,0.463,170.154,217507,4,2015,
1361,WANTED U,Joji,0.305,0.715,7,-7.54,1,0.0554,0.105,0.0495,0.0906,0.29,82.977,251015,4,2018,
1362,Everything You Touch,DT James,0.835,0.777,7,-5.939,1,0.0346,0.242,0.00397,0.443,0.958,120.003,138167,4,2023,
1363,kaffe,dLira,0.743,0.309,1,-12.452,1,0.112,0.821,0.941,0.0764,0.357,171.947,167442,4,2022,chill
1364,Happiness,The Pointer Sisters,0.627,0.843,11,-7.677,0,0.0952,0.16,0.000192,0.0554,0.494,106.817,239933,4,1978,happy
1365,You'll Be Okay,SITHEA,0.566,0.582,8,-9.678,1,0.0364,0.14,0,0.446,0.386,118.015,120000,4,2023,chill
1366,Memory Lane,Mossdeep,0.759,0.687,6,-6.115,0,0.0535,0.603,0.846,0.166,0.298,139.949,116770,4,2022,
1367,Mercury,Dave,0.773,0.717,6,-7.436,0,0.418,0.117,0,0.126,0.147,81.782,323000,4,2021,
1368,Need You Now,Dean Lewis,0.551,0.783,11,-6.038,1,0.0296,0.281,0,0.109,0.505,139.997,212160,4,2017,sad
1369,Cravings,HariboY,0.663,0.287,1,-14.462,0,0.0439,0.967,0.517,0.0987,0.311,89.972,96090,4,2022,
1370,Pink + White,Frank Ocean,0.545,0.545,9,-7.362,1,0.107,0.667,5.48E-05,0.417,0.549,159.94,184516,3,2016,
1371,Antibodies - LP Giobbi Remix,Tensnake,0.61,0.765,3,-4.914,1,0.172,0.175,1.05E-06,0.0914,0.243,125.028,312226,4,2021,
1372,To Be Alone,Five Finger Death Punch,0.436,0.963,6,-3.436,1,0.06,0.000286,0,0.336,0.358,92.037,225021,4,2020,
1373,Backyard Boy,Claire Rosinkranz,0.817,0.635,5,-7.246,1,0.163,0.323,0,0.0738,0.454,138.015,129241,4,2020,
1374,Video,India.Arie,0.652,0.604,9,-8.766,0,0.227,0.111,1.01E-05,0.0409,0.675,170.003,249960,4,2001,
1375,Ante Up (Robbin Hoodz Theory),M.O.P.,0.699,0.793,1,-4.856,1,0.268,0.00514,2.75E-06,0.7,0.929,94.138,248693,4,2000,
1376,What When Why,Jonny Where How,0.847,0.199,5,-15.521,0,0.0992,0.879,0.886,0.0977,0.493,94.003,137872,4,2021,chill
1377,Fall,Mellowy,0.878,0.201,10,-12.489,1,0.0727,0.468,0.0996,0.1,0.41,77.991,110817,4,2023,
1378,Stay With Me,Sam Smith,0.418,0.42,0,-6.444,1,0.0414,0.588,6.39E-05,0.11,0.184,84.094,172724,4,2014,
1379,Happy Now,Zedd,0.503,0.741,4,-5.128,1,0.047,0.579,1.49E-06,0.0712,0.458,88.335,207030,3,2018,happy
1380,Beside You (feat. Georgia Ku),Matoma,0.634,0.794,6,-6.363,1,0.0945,0.0801,0,0.0664,0.67,123.02,176640,4,2020,
1381,Advice,Cadet,0.911,0.529,9,-7.996,0,0.328,0.201,0,0.101,0.76,105.067,192571,4,2018,happy
1382,Toxic,BoyWithUke,0.594,0.612,8,-6.627,0,0.363,0.835,0,0.461,0.687,179.629,168020,4,2021,sad
1383,The Cycle Of Violence : Chapter 1,Varials,0.394,0.991,11,-2.095,1,0.262,2.80E-05,2.79E-05,0.359,0.143,151.819,158360,4,2022,angry
1384,KSI's Little Brother,Miniminter,0.701,0.908,6,-2.828,1,0.306,0.372,0,0.083,0.845,139.667,149185,4,2018,
1385,Happy Hangover,KYTES,0.72,0.753,9,-5.827,0,0.101,0.118,0.54,0.232,0.489,178.162,129600,4,2022,
1386,60cm Of Steel,Alpha Wolf,0.379,0.993,8,-2.176,1,0.23,0.000757,0.000778,0.106,0.0988,89.29,210939,4,2022,
1387,We Ready,Archie Eversole,0.756,0.532,6,-6.508,0,0.0934,0.072,0,0.0579,0.869,149.975,232480,4,2002,
1388,Losing Myself,Portugal Sunset,0.809,0.484,5,-12.963,0,0.0929,0.584,7.81E-06,0.549,0.391,114.942,152543,4,2022,
1389,Advice,Alex G,0.356,0.611,10,-5.71,1,0.0289,0.000183,0.867,0.127,0.272,170.073,157973,4,2012,sad
1390,deja vu,Olivia Rodrigo,0.442,0.612,2,-7.222,1,0.112,0.584,5.70E-06,0.37,0.178,180.917,215507,4,2021,
1391,sofa pretty good,Cherrygroove,0.766,0.468,7,-9.383,1,0.343,0.253,0.753,0.103,0.22,180.004,121500,4,2022,
1392,I Fly (feat. Faouzia),Various Artists,0.525,0.935,5,-3.361,0,0.0569,0.103,0,0.257,0.809,114.115,151476,4,2020,
1393,Tea Tree,Jobii,0.244,0.315,1,-8.274,1,0.0296,0.934,0.966,0.0966,0.351,75.336,124175,4,2021,
1394,Higher Love,Kygo,0.693,0.678,8,-7.159,1,0.0324,0.0151,5.71E-06,0.101,0.404,103.952,228267,4,2019,
